"site","station","lon","lat","lag","quantile","direction","insitu","OISST","cooccurrence","proportion"
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.6,"x",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.6,"a",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.7,"b",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.7,"x",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.7,"a",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.8,"b",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.8,"x",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.8,"a",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.9,"b",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.9,"x",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,0.9,"a",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,1,"b",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,1,"x",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,8,1,"a",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0,"b",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0,"x",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0,"a",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.1,"b",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.1,"x",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.1,"a",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.2,"b",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.2,"x",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.2,"a",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.3,"b",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.3,"x",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.3,"a",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.4,"b",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.4,"x",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.4,"a",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.5,"b",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.5,"x",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.5,"a",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.6,"b",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.6,"x",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.6,"a",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.7,"b",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.7,"x",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.7,"a",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.8,"b",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.8,"x",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.8,"a",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.9,"b",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.9,"x",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,0.9,"a",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,1,"b",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,1,"x",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,10,1,"a",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0,"b",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0,"x",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0,"a",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.1,"b",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.1,"x",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.1,"a",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.2,"b",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.2,"x",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.2,"a",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.3,"b",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.3,"x",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.3,"a",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.4,"b",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.4,"x",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.4,"a",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.5,"b",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.5,"x",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.5,"a",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.6,"b",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.6,"x",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.6,"a",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.7,"b",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.7,"x",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.7,"a",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.8,"b",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.8,"x",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.8,"a",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.9,"b",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.9,"x",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,0.9,"a",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,1,"b",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,1,"x",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,12,1,"a",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0,"b",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0,"x",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0,"a",47,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.1,"b",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.1,"x",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.1,"a",42,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.2,"b",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.2,"x",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.2,"a",37,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.3,"b",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.3,"x",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.3,"a",33,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.4,"b",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.4,"x",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.4,"a",28,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.5,"b",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.5,"x",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.5,"a",24,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.6,"b",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.6,"x",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.6,"a",19,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.7,"b",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.7,"x",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.7,"a",14,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.8,"b",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.8,"x",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.8,"a",10,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.9,"b",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.9,"x",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,0.9,"a",5,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,1,"b",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,1,"x",1,0,0,0
"Orient Beach","EAST LONDON WO",27.92,-33.02,14,1,"a",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0,"b",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0,"x",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0,"a",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.1,"b",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.1,"x",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.1,"a",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.2,"b",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.2,"x",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.2,"a",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.3,"b",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.3,"x",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.3,"a",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.4,"b",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.4,"x",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.4,"a",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.5,"b",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.5,"x",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.5,"a",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.6,"b",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.6,"x",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.6,"a",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.7,"b",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.7,"x",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.7,"a",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.8,"b",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.8,"x",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.8,"a",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.9,"b",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.9,"x",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,0.9,"a",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,1,"b",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,1,"x",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,2,1,"a",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0,"b",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0,"x",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0,"a",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.1,"b",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.1,"x",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.1,"a",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.2,"b",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.2,"x",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.2,"a",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.3,"b",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.3,"x",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.3,"a",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.4,"b",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.4,"x",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.4,"a",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.5,"b",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.5,"x",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.5,"a",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.6,"b",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.6,"x",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.6,"a",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.7,"b",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.7,"x",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.7,"a",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.8,"b",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.8,"x",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.8,"a",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.9,"b",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.9,"x",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,0.9,"a",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,1,"b",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,1,"x",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,4,1,"a",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0,"b",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0,"x",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0,"a",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.1,"b",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.1,"x",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.1,"a",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.2,"b",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.2,"x",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.2,"a",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.3,"b",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.3,"x",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.3,"a",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.4,"b",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.4,"x",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.4,"a",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.5,"b",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.5,"x",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.5,"a",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.6,"b",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.6,"x",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.6,"a",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.7,"b",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.7,"x",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.7,"a",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.8,"b",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.8,"x",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.8,"a",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.9,"b",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.9,"x",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,0.9,"a",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,1,"b",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,1,"x",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,6,1,"a",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0,"b",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0,"x",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0,"a",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.1,"b",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.1,"x",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.1,"a",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.2,"b",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.2,"x",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.2,"a",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.3,"b",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.3,"x",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.3,"a",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.4,"b",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.4,"x",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.4,"a",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.5,"b",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.5,"x",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.5,"a",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.6,"b",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.6,"x",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.6,"a",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.7,"b",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.7,"x",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.7,"a",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.8,"b",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.8,"x",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.8,"a",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.9,"b",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.9,"x",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,0.9,"a",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,1,"b",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,1,"x",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,8,1,"a",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0,"b",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0,"x",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0,"a",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.1,"b",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.1,"x",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.1,"a",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.2,"b",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.2,"x",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.2,"a",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.3,"b",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.3,"x",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.3,"a",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.4,"b",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.4,"x",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.4,"a",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.5,"b",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.5,"x",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.5,"a",10,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.6,"b",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.6,"x",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.6,"a",8,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.7,"b",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.7,"x",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.7,"a",6,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.8,"b",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.8,"x",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.8,"a",4,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.9,"b",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.9,"x",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,0.9,"a",2,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,1,"b",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,1,"x",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,10,1,"a",1,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0,"b",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0,"x",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0,"a",20,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.1,"b",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.1,"x",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.1,"a",18,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.2,"b",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.2,"x",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.2,"a",16,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.3,"b",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.3,"x",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.3,"a",14,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.4,"b",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.4,"x",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.4,"a",12,0,0,0
"Pollock Beach","PORT ELIZABETH AWOS",25.68,-33.99,12,0.5,"b",10,0,0,0
